pdpass	pdpco1	source	begyr1	gvkey1	endyr1	pdpco2	begyr2	gvkey2	endyr2	pdpco3	begyr3	gvkey3	endyr3	pdpco4	begyr4	gvkey4	endyr4	pdpco5	begyr5	gvkey5	endyr5
12059610	61246	"PASS1"	1994	61246	2000																
12059716	9818	"MTCH1"	1962	9818	2006																
12060406	134784	"PASS1"	1998	134784	1999																
12061134	65652	"MTCH1"	1997	65652	2000																
12061677	22567	"PASS1"	1990	22567	2005																
12061912	208068	"MTCH1"	1998	208068	2005																
12062368	107164	"PASS1"	2000	107164	2006																
12062521	30352	"PASS1"	1994	30352	2004	7504	2005	7504	2006												
12062523	61140	"PASS1"	1994	61140	2006																
12062831	9094	"PASS1"	1983	9094	1988																
12063465	165462	"PASS1"	2003	165462	2006																
12063862	63024	"MTCH1"	1995	63024	1999																
12064255	6327	"MTCH1"	1983	6327	1990																
12065077	3022	"NBER"	1950	3022	1997																
12065374	24667	"MTCH1"	1990	24667	1996	13839	1997	13839	2005												
12065543	63405	"PASS1"	1995	63405	2006																
12065819	154113	"PASS1"	2001	154113	2002																
12066072	5965	"MTCH1"	1979	5965	2001																
12066134	25606	"MTCH1"	1991	25606	1993	12141	1994	12141	1997	27925	1998	27925	2005								
12066184	28316	"PASS1"	1992	28316	2006																
12066429	113419	"MTCH1"	1996	113419	2006																
12066585	10857	"MTCH1"	1950	10857	2006																
12067039	7705	"PASS1"	1984	7705	2005																
12067059	9749	"MTCH1"	1982	9749	1990																
12067656	12861	"MTCH1"	1985	12861	1985																
12068004	21244	"PASS1"	1989	21244	2006																
12068554	2751	"UPDT2"	1982	2751	2006																
12068576	11749	"MTCH1"	1984	11749	2005																
12068753	22837	"PASS1"	1989	22837	2001																
12069007	9472	"MTCH1"	1973	9472	2006																
12069193	24454	"MTCH1"	1989	24454	1998																
12069257	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
12069808	14867	"MTCH1"	1987	14867	1990																
12069915	6169	"NBER"	1982	6169	2006																
12069934	119217	"UPDT2"	1997	119217	2006																
12070472	127275	"MTCH1"	1998	127275	1999																
12070501	10847	"MTCH1"	1963	10847	1983																
12070710	100528	"UPDT2"	1997	100528	1998	10301	1999	10301	2001	7985	2002	7985	2005								
12070752	7007	"MTCH1"	1950	7007	1999																
12071116	30989	"PASS1"	1994	30989	2002																
12071294	25180	"PASS1"	1991	25180	2006																
12071581	31607	"PASS1"	1994	31607	2006																
12071690	1190	"PASS1"	1974	1190	1994																
12072095	25989	"MTCH1"	1991	25989	1994																
12072282	8179	"NBER"	1960	8179	1997																
12072614	138343	"PASS1"	1998	138343	2004																
12072825	162254	"MTCH1"	1950	2827	1985	162254	1987	13934	1996	162254	1998	125434	2002	162254	2003	162254	2006				
12073638	14417	"MTCH1"	1986	14417	2005																
12073784	164293	"PASS1"	2004	164293	2006																
12073899	8290	"PASS1"	1951	8290	2006																
12073903	148349	"m2006"	2000	148349	2006																
12073999	7124	"MTCH1"	1981	7124	2006																
12074115	2146	"MTCH1"	1975	9844	1980	2146	1981	2145	1983	2146	1984	2146	2005								
12074153	15467	"PASS1"	1988	15467	2006																
12074372	3707	"PASS1"	1982	3707	2006																
12074412	62602	"m2006"	1995	62602	2006																
12075168	2817	"MTCH1"	1950	2817	2006																
12075257	6494	"MTCH1"	1976	6494	2005																
12075645	63225	"MTCH1"	1995	63225	1999																
12076307	63052	"PASS1"	1995	63052	2004																
12076588	4078	"MTCH1"	1980	4078	2004																
12076643	100114	"MTCH1"	1998	100114	2004																
12076895	21136	"PASS1"	1995	21136	2006																
12077105	30938	"UPDT2"	1993	30938	1998																
12077831	13714	"PASS1"	1950	11436	1969	13714	1970	13714	2006												
12078004	24405	"MTCH1"	1990	24405	2006																
12078317	13174	"PASS1"	1986	13174	2006																
12078769	3024	"MTCH1"	1974	3024	2006																
12078773	64041	"PASS1"	1995	64041	2005																
12079357	8415	"MTCH1"	1967	8415	1981	3362	1982	3362	2004												
12079464	154754	"PASS1"	2001	154754	2002																
12079630	5938	"MTCH1"	1983	5938	1986																
12080199	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
12080490	31147	"MTCH1"	1993	31147	2006																
12080882	24454	"MTCH1"	1989	24454	1998																
12080964	3362	"MTCH1"	1962	3362	2005																
12081516	100049	"UPDT2"	1994	100049	1998																
12082746	101352	"MTCH1"	1990	101352	2006																
12082821	110685	"UPDT2"	1996	110685	2006																
12082894	177650	"m2006"	2005	177650	2006																
12082943	64942	"MTCH1"	1995	64942	2006																
12083145	8972	"MTCH1"	1950	8972	2006																
12083227	62634	"PASS1"	1995	62634	2006																
12083270	63888	"PASS1"	1995	63888	1999																
12083783	27991	"MTCH1"	1992	27991	2006																
12084423	63666	"PASS1"	1995	63666	2000																
12085007	133945	"MTCH1"	1998	133945	2006																
12085302	62382	"PASS1"	1995	62382	2006																
12085936	106501	"PASS1"	1998	106501	2006																
12086662	64767	"PASS1"	1998	64767	2006																
12087023	65123	"MTCH1"	1995	65123	1998																
12087513	204867	"PASS1"	1998	204867	2006																
12087608	61143	"UPDT2"	1994	61143	1998																
12087757	12260	"MTCH1"	1984	12260	1988	4839	1990	4839	2005												
12087934	9467	"MTCH1"	1971	9467	1977																
12088283	10867	"NBER"	1961	10867	2006																
12088613	11217	"UPDT2"	1983	11217	2006																
12088675	157415	"UPDT2"	2000	148971	2000	157415	2001	157415	2006												
12088691	29235	"MTCH1"	1992	29235	2000																
12088719	6701	"PASS1"	1950	6701	1998																
12088860	5973	"MTCH1"	1984	5973	2006																
12088948	16436	"PASS1"	1988	16436	2004																
12089051	64088	"PASS1"	1995	64088	2006																
12089220	143526	"PASS1"	1999	143526	2006																
12089431	212639	"PASS1"	1996	212639	2006																
12089527	5974	"MTCH1"	1967	5974	1978																
12089571	62784	"UPDT2"	1995	62784	2006																
12089583	12757	"MTCH1"	1985	12757	2006																
12089607	4591	"PASS1"	1983	4591	1990	6362	2004	6362	2005												
12090274	151016	"MTCH1"	1998	124556	1999	151016	2000	151016	2006												
12090348	10156	"PASS1"	1950	10156	2006																
12090569	23671	"MTCH1"	1993	23671	2006																
12090837	1063	"PASS1"	1975	1063	1981																
12090880	15092	"m2006"	1987	15092	2006																
12091297	30203	"UPDT2"	1993	30203	1998																
12091463	66519	"PASS1"	1995	66519	2006																
12091735	125795	"PASS1"	1998	125795	2001																
12091745	4601	"PASS1"	1968	4601	2005																
12091813	66443	"PASS1"	1996	66443	1997	61489	1998	61489	2005												
12092167	7099	"UPDT2"	1950	7099	1995	100528	1997	100528	1998	157415	2000	148971	2000	157415	2001	157415	2005				
12092332	66290	"MTCH1"	1995	66290	2006																
12092629	5071	"NBER"	1950	5071	2005																
12092862	15406	"MTCH1"	1988	15406	2005																
12093074	7506	"MTCH1"	1973	7506	2006																
12093382	109423	"PASS1"	1996	109423	2003	138129	2004	138129	2005												
12093420	63117	"PASS1"	1995	63117	1998																
12093482	62017	"PASS1"	1994	62017	1996	31166	1997	31166	2005												
12093781	13134	"PHRM"	1986	13134	1994	5180	1995	5180	2005												
12094129	64334	"PASS1"	1996	64334	2006																
12094306	133328	"MTCH1"	1998	133328	2006																
12094555	25648	"UPDT2"	1993	25648	2005																
12095091	30835	"PASS1"	1993	30835	2000																
12095211	17828	"MTCH1"	1988	17828	2006																
12095560	127114	"PASS1"	1998	127114	2006																
12095928	138345	"PASS1"	1998	138345	2002																
12095932	113371	"PASS1"	1997	113371	2006																
12096644	12773	"MTCH1"	1985	12773	1995																
12096779	3916	"PASS1"	1974	3916	2006																
12096984	31430	"MTCH1"	1993	31430	2000	28917	2001	28917	2005												
12097192	3684	"MTCH1"	1983	3684	1998																
12097543	2230	"MTCH1"	1981	2230	2005																
12097775	7471	"MTCH1"	1973	7471	2005																
12097778	11101	"MTCH1"	1960	11101	1992																
12097895	61181	"m2006"	1994	61181	2006																
12098052	25723	"MTCH1"	1991	25723	1997	4140	1998	4140	2003	29685	2004	29685	2004								
12098177	62170	"PASS1"	1995	62170	2006																
12098228	148390	"m2006"	2000	148390	2006																
12098795	14867	"MTCH1"	1987	14867	1990																
12099446	61513	"PASS1"	1994	61513	2006																
12099621	23671	"MTCH1"	1993	23671	2006																
12099729	3478	"MTCH1"	1973	3478	1995	3336	1996	3336	2005												
12099730	14626	"PASS1"	1988	14626	2006																
12099842	23270	"MTCH1"	1999	23270	2006																
12099882	10071	"PASS1"	1983	10071	1999	7985	2000	7985	2005												
12099888	106369	"PASS1"	1999	106369	2005																
12099901	61464	"PASS1"	1994	61464	1999																
12100191	61095	"PASS1"	1994	61095	2006																
12100211	11656	"PASS1"	1960	11656	2000																
12100367	17828	"MTCH1"	1988	17828	2006																
12100955	66046	"MTCH1"	1997	66046	2006																
12101027	64200	"MTCH1"	1995	64200	1999																
12101081	3971	"NBER"	1982	3971	2006																
12101100	64680	"MTCH1"	1996	64680	2001	13623	2003	13623	2005												
12101101	63905	"MTCH1"	1995	63905	1997	6266	1998	6266	2005												
12101224	61562	"UPDT2"	1994	61562	2006																
12101573	134451	"MTCH1"	1998	134451	2000	4145	2001	4145	2005												
12101585	4349	"PASS1"	1984	4349	1997																
12101892	8247	"MTCH1"	1950	8247	2006																
12102043	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
12102853	14252	"MTCH1"	1988	14252	2006																
12103024	64768	"PASS1"	1995	64768	2006																
12103030	65880	"PASS1"	1996	65880	1999	125595	2000	125595	2005												
12103115	24167	"PASS1"	1990	24167	1998	15855	1999	15855	2005												
12103516	63246	"PASS1"	1995	63246	2005																
12103702	2111	"MTCH1"	1957	2111	2006																
12104157	11185	"PASS1"	1963	11185	2005																
12104198	11627	"MTCH1"	1982	11627	1988																
12104210	9818	"MTCH1"	1962	9818	2006																
12104339	264387	"PASS1"	2001	264387	2005																
12104377	5650	"MTCH1"	1973	5650	2006																
12104402	63772	"MTCH1"	1995	63772	1998	7228	1999	7228	2004												
12104558	117116	"MTCH1"	1999	117116	2006																
12104610	5075	"NBER"	1979	5075	1993																
12104614	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
12104741	64327	"PASS1"	1996	64327	2006																
12104808	64931	"PASS1"	1996	64931	2000																
12104828	31483	"PASS1"	1994	31483	2006																
12104948	101397	"UPDT2"	1988	101397	1996																
12105276	23616	"PASS1"	1990	23616	2005																
12106195	62447	"PASS1"	1994	62447	2001																
12106517	137573	"PASS1"	1999	137573	2006																
12106989	19349	"MTCH1"	1994	19349	2006																
12107122	102523	"MTCH1"	2000	102523	2005																
12107291	1618	"MTCH1"	1961	1618	2005																
12107561	101317	"MTCH1"	1990	101317	2006																
12107653	101718	"MTCH1"	1998	101718	2006																
12107863	7117	"MTCH1"	1968	7117	2006																
12108263	15110	"MTCH1"	1988	15110	2006																
12108548	30865	"PASS1"	1951	30865	2005																
12108622	7652	"MTCH1"	1975	7652	2006																
12109081	124358	"MTCH1"	1998	124358	2006																
12109259	19043	"UPDT2"	1993	19043	2002																
12109412	124976	"PASS1"	1998	124976	2000																
12109525	127281	"PASS1"	1998	127281	2000																
12110084	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
12112047	10669	"PASS1"	1962	10669	1998																
12112110	16710	"NBER"	1989	16710	2006																
12112210	9761	"NBER"	1960	9761	2005																
12112307	8972	"MTCH1"	1950	8972	2006																
12112489	14620	"MTCH1"	1984	14620	2006																
12112567	4213	"NBER"	1950	4213	2006																
12113020	62923	"PASS1"	1995	62923	2005																
12113146	7549	"MTCH1"	1960	7549	2006																
12113215	7471	"MTCH1"	1973	7471	2005																
12113754	3558	"MTCH1"	1960	3558	1997																
12114072	218399	"MTCH1"	1996	218399	2004																
12114334	14324	"NBER"	1986	14324	2006																
12114631	7257	"MTCH1"	1950	7257	2006																
12114670	120134	"PASS1"	1997	120134	2006																
12114689	61321	"PASS1"	1994	61321	2006																
12114933	4367	"UPDT2"	1977	4367	2006																
12115693	25067	"PASS1"	1991	25067	1994	61181	1995	61181	2005												
12115709	30674	"PASS1"	1993	30674	2006																
12115824	25648	"UPDT2"	1993	25648	2005																
12116287	9465	"MTCH1"	1957	9465	2006																
12116316	65825	"PASS1"	1995	65825	2001																
12116394	120723	"PASS1"	1997	120723	2006																
12116504	116772	"PASS1"	1996	116772	2006																
12116521	19043	"UPDT2"	1993	19043	2002																
12116634	3650	"MTCH1"	1950	3650	2006																
12116701	19349	"MTCH1"	1994	19349	2006																
12117003	5826	"MTCH1"	1980	5826	2006																
12117080	3730	"NBER"	1966	3730	1992	3532	1993	3532	2005												
12117158	10324	"MTCH1"	1960	10324	1978																
12117313	113178	"PASS1"	1996	113178	2006																
12117361	62200	"PASS1"	1996	62200	2006																
12117485	2745	"MTCH1"	1950	2745	1976																
12117893	7799	"PASS1"	1978	7799	2004																
12118650	122156	"MTCH1"	1997	122156	1998	20779	2000	20779	2005												
12118970	218399	"MTCH1"	1996	218399	2004																
12119205	8964	"MTCH1"	1960	8964	2004																
12120637	9707	"MTCH1"	1972	9707	1974																
12120910	121083	"m2006"	1997	121083	2002	13988	2004	13988	2005												
12121096	110685	"UPDT2"	1996	110685	2006																
12121117	29079	"MTCH1"	1992	29079	2001																
12122124	8388	"PASS1"	1984	8388	2006																
12122183	10044	"PASS1"	1984	10044	2006																
12122308	27785	"MTCH1"	1991	27785	1996																
12122407	15334	"MTCH1"	1984	15334	2005																
12122492	100049	"UPDT2"	1994	100049	1998																
12122716	62993	"PASS1"	1995	62993	2001	102045	2002	102045	2005												
12123097	144115	"MTCH1"	1999	144115	2005																
12123471	119574	"PASS1"	1997	119574	2006																
12123473	21501	"PASS1"	1989	21501	1995	20779	1996	20779	2005												
12123705	4739	"PASS1"	1959	11247	1962	4739	1963	4739	2006												
12124181	1661	"MTCH1"	1969	1661	2006																
12124738	17232	"PASS1"	1988	17232	2001	6598	2002	6598	2005												
12124779	14182	"PASS1"	1987	14182	2006																
12124860	1533	"PASS1"	1974	1533	2006																
12125018	7290	"MTCH1"	1966	7290	1987																
12125105	10622	"MTCH1"	1975	10622	2005																
12125390	14261	"MTCH1"	1967	2115	1970	14261	1986	14261	1999	5180	2000	5180	2005								
12125732	65286	"MTCH1"	1995	65286	2005																
12125847	1878	"PASS1"	1984	1878	2006																
12125907	9818	"MTCH1"	1962	9818	2006																
12125978	24608	"MTCH1"	1990	24608	2002	11399	2003	11399	2005												
12126097	65021	"PASS1"	1995	65021	2005																
12126141	10622	"MTCH1"	1975	10622	2005																
12126304	30326	"PASS1"	1993	30326	2000																
12126368	113498	"MTCH1"	1996	113498	2006																
12126380	63504	"PASS1"	1995	63504	2002																
12126381	5864	"PASS1"	1973	5864	1978																
12126444	19349	"MTCH1"	1994	19349	2006																
12126974	10519	"MTCH1"	1950	10519	2006																
12127176	28295	"PASS1"	1992	28295	2006																
12127449	23045	"PASS1"	1990	23045	1999																
12127540	23743	"PASS1"	1990	23743	1996																
12127820	111869	"PASS1"	1998	111869	1999	103159	2000	103159	2003												
12128057	212685	"MTCH1"	1996	212685	1997																
12128460	3820	"MTCH1"	1974	3820	2006																
12128605	62005	"PASS1"	1995	62005	2002	12053	2003	12053	2005												
12128858	20779	"PASS1"	1989	20779	2006																
12128914	120839	"PASS1"	1997	120839	2003	10391	2004	10391	2004												
12128927	2721	"MTCH1"	1974	2721	2006																
12129002	65024	"PASS1"	1995	65024	2000																
12129143	30006	"PASS1"	1993	30006	2006																
12129168	27969	"PASS1"	1992	27969	2001																
12129174	6876	"PASS1"	1982	6876	1998	4066	1999	4066	2005												
12129175	15495	"PASS1"	1985	11947	1987	15495	1988	15495	2005												
12129480	14620	"MTCH1"	1984	14620	2006																
12129629	4600	"MTCH1"	1950	4600	2006																
12129947	6430	"MTCH1"	1960	6430	1986																
12129993	142698	"m2006"	2000	142698	2005																
12130004	9643	"NBER"	1972	9643	1999																
12130158	157195	"PASS1"	2001	157195	2006																
12130181	63265	"MTCH1"	1995	63265	2006																
12130562	20696	"NBER"	1950	7089	1983	20696	1987	20696	2003	6104	2004	6104	2005								
12130718	11304	"PASS1"	1951	11304	2006																
12130910	148353	"PASS1"	2000	148353	2002																
12131200	5073	"NBER"	1950	5073	2006																
12131625	63955	"PASS1"	1995	63955	2000	8606	2001	8606	2005												
12132428	1485	"MTCH1"	1984	1485	1998																
12132657	3497	"UPDT2"	1950	3497	2006																
12132967	3734	"MTCH1"	1950	3734	2006																
12133166	148271	"m2006"	2000	148271	2006																
12133797	7652	"MTCH1"	1975	7652	2006																
12133861	29127	"MTCH1"	1992	29127	2006																
12133883	140445	"PASS1"	1998	140445	2006																
12134027	141760	"PASS1"	1998	141760	2006																
12134583	19349	"MTCH1"	1994	19349	2006																
12134658	61027	"MTCH1"	1994	61027	2001																
12134826	8168	"MTCH1"	1974	8168	1979																
12135264	23051	"MTCH1"	1989	23051	2002																
12135288	3278	"MTCH1"	1982	3278	2006																
12135666	146315	"PASS1"	2000	146315	2001																
12135765	11347	"NBER"	1974	11347	1993																
12135964	218399	"MTCH1"	1996	218399	2004																
12136118	14087	"MTCH1"	1986	14087	2006																
12136235	5826	"MTCH1"	1980	5826	2006																
12136807	15617	"m2006"	1995	15617	2006																
12136866	4209	"MTCH1"	1972	4209	1976																
12137065	65261	"PASS1"	1997	65261	2006																
12137324	65295	"PASS1"	1995	65295	1998	62784	1999	62784	2005												
12137558	7873	"NBER"	1960	7873	2001																
12137912	1281	"PASS1"	1950	1281	2002																
12138411	9135	"MTCH1"	1981	9135	1990																
12138889	28462	"MTCH1"	1992	28462	2006																
12139069	11637	"MTCH1"	1972	11637	1978																
12139195	2418	"MTCH1"	1960	2418	1987	8215	1988	8215	2005												
12139575	7727	"PASS1"	1965	7727	1996	5038	1997	5038	2000												
12139710	10774	"NBER"	1951	10774	1992																
12140328	3691	"MTCH1"	1970	3691	2005																
12140667	102523	"MTCH1"	2000	102523	2005																
12140990	218399	"MTCH1"	1996	218399	2004																
12140997	138843	"PASS1"	1998	138843	2005	7343	2006	7343	2006												
12141063	28371	"PASS1"	1992	28371	2004																
12141381	125276	"PASS1"	1998	125276	2005																
12141615	14229	"PASS1"	1986	14229	2005																
12141686	14867	"MTCH1"	1987	14867	1990																
12142262	10115	"MTCH1"	1978	10115	2006																
12142562	62017	"MTCH1"	1994	62017	1996	31166	1997	31166	2005												
12142646	6494	"MTCH1"	1976	6494	2005																
12142691	8634	"MTCH1"	1974	8634	1984	9027	1985	9027	1986												
12143036	133164	"PASS1"	1998	133164	2003																
12143259	119297	"PASS1"	2000	119297	2005																
12143453	5650	"MTCH1"	1973	5650	2006																
12143777	8972	"MTCH1"	1950	8972	2006																
12143868	25475	"PASS1"	1992	25475	2003																
12143971	160739	"PASS1"	2002	160739	2006																
12144197	5282	"MTCH1"	1966	5282	1972																
12144288	30928	"PASS1"	1999	30928	2006																
12144515	10853	"UPDT2"	1950	10846	1961	10853	1962	10845	1981	10853	1982	10853	2006								
12144561	4883	"NBER"	1966	4883	1979																
12145037	2338	"MTCH1"	1950	2338	2006																
12146051	163672	"PASS1"	2003	163672	2006																
12146244	62110	"MTCH1"	1998	62110	2006																
12146383	121722	"UPDT2"	1998	121722	2004	140760	2005	140760	2006												
12146668	100114	"MTCH1"	1998	100114	2004																
12146842	29241	"PASS1"	1993	29241	2006																
12146962	125863	"m2006"	1998	125863	2006																
12146980	122360	"PASS1"	1997	122360	2006																
12147061	101352	"MTCH1"	1990	101352	2006																
12147267	120300	"PASS1"	1997	120300	2004																
12147299	5650	"MTCH1"	1973	5650	2006																
12147376	10622	"MTCH1"	1975	10622	2005																
12147585	160719	"MTCH1"	2002	160719	2006																
12147781	28338	"MTCH1"	1969	10687	1978	28338	1992	28338	2006												
12147785	11466	"NBER"	1960	11466	1985																
12147790	6701	"MTCH1"	1950	6701	1998																
12147822	8782	"MTCH1"	1960	8782	1998																
12148268	24217	"MTCH1"	1991	24217	1995																
12148584	10787	"UPDT2"	1963	10787	2006																
12148610	24943	"PASS1"	1990	24943	2006																
12148724	63804	"PASS1"	1995	63804	2004	212340	2005	212340	2006												
12149758	2294	"PASS1"	1964	2294	1996																
12149773	27902	"MTCH1"	1992	27902	1994																
12150001	31016	"PASS1"	1993	31016	2001																
12150467	66529	"PASS1"	1996	66529	2003	6946	2005	6946	2005												
12150499	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
12151033	8020	"MTCH1"	1979	8020	2006																
12151185	65284	"MTCH1"	1995	65284	1998																
12151236	66073	"MTCH1"	1995	66073	2006																
12151332	101352	"PASS1"	1990	101352	2006																
12151942	4321	"MTCH1"	1950	4321	2006																
12152526	24767	"PASS1"	1990	24767	2002																
12152584	8044	"MTCH1"	1981	8043	1983	8044	1984	8044	1996												
12152685	22170	"PASS1"	1989	22170	1998	62599	1999	62599	2005												
12152810	6532	"NBER"	1981	6532	2006																
12152887	30598	"PASS1"	1993	30598	2005																
12153030	62505	"MTCH1"	1995	62505	2000																
12153121	61034	"PASS1"	1994	61034	2006																
12153334	8358	"MTCH1"	1950	8358	2006																
12153478	30781	"PASS1"	1993	30781	2001																
12154135	65578	"PASS1"	1995	65578	2004	5180	2005	5180	2006												
12155326	6774	"MTCH1"	1950	6774	2006																
12155435	14548	"MTCH1"	1987	14548	1988	25656	1994	25656	2005												
12155493	137576	"PASS1"	1998	137576	2006																
12155636	113609	"MTCH1"	1996	113609	2006																
12156241	14852	"MTCH1"	1987	14852	2006																
12156728	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
12156883	1081	"PASS1"	1974	1081	2006																
12156948	65920	"PASS1"	1995	65920	1998																
12157407	14456	"UPDT2"	1987	14456	1989																
12157820	24907	"PASS1"	1990	24907	2006																
12157931	1164	"MTCH1"	1974	1164	2004																
12158173	64776	"PASS1"	1995	64776	1999																
12158420	124359	"PASS1"	1997	124359	2003	20779	2004	20779	2005												
12158431	62599	"MTCH1"	1995	62599	2006																
12158625	160237	"m2006"	2002	160237	2006																
12159101	2602	"PASS1"	1983	2602	2006																
12159206	64436	"PASS1"	1996	64436	2001																
12159487	29114	"PASS1"	1992	29114	2000																
12159794	2901	"MTCH1"	1980	2901	1990	3011	1991	3011	2005												
12160668	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
12160932	31142	"MTCH1"	1993	31142	2006																
12161334	62599	"MTCH1"	1995	62599	2006																
12161393	115377	"MTCH1"	1972	11317	1990	115377	1996	115377	1997												
12161586	1163	"MTCH1"	1983	1163	1993																
12162149	4321	"NBER"	1950	4321	2006																
12162271	12909	"PASS1"	1985	12909	2006																
12162326	100571	"PASS1"	1989	100571	2001																
12162591	157415	"UPDT2"	2000	148971	2000	157415	2001	157415	2006												
12162657	17828	"MTCH1"	1988	17828	2006																
12162956	11458	"m2006"	1960	11458	1970																
12163069	64392	"PASS1"	1995	64392	2004																
12163116	24191	"PASS1"	1990	24191	2006																
12163168	1655	"NBER"	1960	1655	2006																
12163171	14620	"MTCH1"	1984	14620	2006																
12163476	9135	"MTCH1"	1981	9135	1990																
12163546	122317	"MTCH1"	1998	122317	2004																
12163777	1478	"MTCH1"	1950	1478	2006																
12163909	101204	"UPDT2"	1986	13467	1999	101204	2000	101204	2006												
12164094	30005	"PASS1"	1993	30005	2004																
12164217	4410	"PASS1"	1983	4410	1988																
12164288	110685	"UPDT2"	1996	110685	2006																
12164469	62650	"PASS1"	1995	62650	2002																
12164969	3066	"MTCH1"	1959	3066	2004																
12165002	10252	"PASS1"	1982	10252	2003	12144	2004	12144	2005												
12165255	6512	"MTCH1"	1976	6512	2005																
12165338	19349	"MTCH1"	1994	19349	2006																
12165422	29065	"MTCH1"	1992	29065	1994	1300	1996	1300	2005												
12165679	112092	"MTCH1"	1998	112092	2000																
12165952	10950	"NBER"	1965	10950	1999	6669	2000	6669	2005												
12166157	7228	"MTCH1"	1962	7228	2006																
12166181	12307	"PASS1"	1985	12307	1998																
12166929	65643	"UPDT2"	1995	65643	2006																
12166967	3711	"PASS1"	1974	3711	2003																
12167055	63635	"PASS1"	1995	63635	2006																
12167068	2721	"MTCH1"	1974	2721	2006																
12167735	5482	"MTCH1"	1960	5482	1990																
12167943	218399	"MTCH1"	1996	218399	2004																
12168419	10622	"MTCH1"	1975	10622	2005																
12169246	112040	"MTCH1"	1996	112040	2006																
12169480	28712	"MTCH1"	1992	28712	2006																
12169899	66708	"MTCH1"	1996	66708	2006																
12170001	62266	"UPDT2"	1995	62266	2006																
12170044	8071	"MTCH1"	1984	8071	2006																
12170099	24651	"UPDT2"	1990	24651	1997	5047	1998	5047	2005												
12170243	62372	"PASS1"	1995	62372	1998																
12170317	4450	"NBER"	1960	4450	2006																
12170898	10185	"PASS1"	1984	10185	2000																
12171230	65218	"PASS1"	1998	65218	2005																
12171291	5761	"MTCH1"	1970	5761	1971	10115	1998	10115	2005												
12171447	61181	"m2006"	1994	61181	2006																
12171708	10115	"MTCH1"	1978	10115	2006																
12171952	7637	"UPDT2"	1973	7637	2006																
12172836	3776	"PASS1"	1984	3776	2002	119513	2004	119513	2005												
12173045	31114	"PASS1"	1999	31114	2004																
12173069	112672	"MTCH1"	1996	112672	1998																
12173576	126414	"MTCH1"	1998	126414	1999	11124	2000	11124	2005												
12173616	102523	"MTCH1"	2000	102523	2005																
12173888	62640	"MTCH1"	1960	6807	1993	62640	1994	62640	2006												
12174062	29497	"MTCH1"	1992	29497	2003																
12174548	100465	"MTCH1"	1989	100465	2006																
12174689	13235	"PASS1"	1986	13235	2006																
12175181	112178	"PASS1"	1996	112178	2005																
12175634	29241	"MTCH1"	1993	29241	2006																
12176055	1485	"PASS1"	1984	1485	1998																
12176537	3895	"NBER"	1963	3895	2002																
12176739	62621	"m2006"	1999	62621	2003																
12177272	2085	"MTCH1"	1950	2085	2006																
12177294	164664	"PASS1"	2003	164664	2006																
12177877	11559	"MTCH1"	1953	11559	1998																
12178361	126320	"PASS1"	1997	126320	2000																
12178572	223911	"PASS1"	1999	223911	2006																
12178882	6784	"PASS1"	1968	6784	1972																
12178897	118528	"PASS1"	1997	118528	2006																
12178914	61870	"PASS1"	1995	61870	2006																
12179196	212778	"MTCH1"	1995	212778	1998	14447	1999	14447	2004												
12180247	61521	"MTCH1"	1994	61521	1999																
12180365	14867	"MTCH1"	1987	14867	1990																
12180478	101718	"PASS1"	1998	101718	2006																
12181769	60979	"PASS1"	1994	60979	2006																
12181786	63941	"PASS1"	1996	63941	2001	24856	2003	24856	2005												
12181788	119214	"PASS1"	1997	119214	1999																
12182027	30358	"PASS1"	1993	30358	2003																
12182050	1356	"FRAT"	1950	1356	2006																
12182264	100465	"MTCH1"	1989	100465	2006																
12182297	14623	"PASS1"	1987	14623	2006																
12182415	100114	"MTCH1"	1998	100114	2004																
12182420	14631	"MTCH1"	1988	14631	1988																
12182448	102523	"MTCH1"	2000	102523	2005																
12182745	15406	"MTCH1"	1988	15406	2005																
12183250	62110	"PASS1"	1998	62110	2006																
12183930	61433	"PASS1"	1994	61433	2001																
12184551	110685	"UPDT2"	1996	110685	2006																
12184880	122077	"PASS1"	1998	122077	2000																
12185560	66602	"PASS1"	1996	66602	2006																
12185930	125533	"PASS1"	1998	125533	2006																
12185975	26247	"PASS1"	1991	26247	2002																
12186281	25331	"PASS1"	1991	25331	2006																
12186769	64557	"MTCH1"	1997	64557	2003																
12186831	65772	"MTCH1"	1996	65772	2006																
12187753	138601	"PASS1"	1998	138601	2005																
12188051	9818	"MTCH1"	1962	9818	2006																
12188338	19349	"MTCH1"	1994	19349	2006																
12188385	138924	"m2006"	1998	138924	2002																
12188714	126554	"PASS1"	1998	126554	2006																
12188752	137434	"PASS1"	1998	137434	2006																
12188787	112158	"MTCH1"	1997	112158	2006																
12189399	61740	"PASS1"	1993	61740	1998	2521	1999	2521	2005												
12189789	20893	"PASS1"	1989	20893	2003																
