pdpass	pdpco1	source	begyr1	gvkey1	endyr1	pdpco2	begyr2	gvkey2	endyr2	pdpco3	begyr3	gvkey3	endyr3	pdpco4	begyr4	gvkey4	endyr4	pdpco5	begyr5	gvkey5	endyr5
11508729	6525	"MTCH1"	1974	6525	1977																
11508790	7646	"NBER"	1964	7646	2000																
11508809	8545	"NBER"	1961	8545	1989	17225	1990	17225	2005												
11509155	17110	"PASS1"	1989	17110	2006																
11509711	177467	"m2006"	2005	177467	2006																
11509985	15426	"NBER"	1988	15426	1998	9217	1999	9217	2005												
11510213	3497	"UPDT2"	1950	3497	2006																
11510475	7180	"NBER"	1950	7180	2000																
11510542	30034	"PASS1"	1993	30034	1998	6008	1999	6008	2005												
11510901	65907	"m2006"	1995	65907	2001	135484	2002	135484	2005												
11511883	12232	"PASS1"	1985	12232	1996	27747	1997	27747	2005												
11511888	24036	"PASS1"	1990	24036	1998																
11511947	12732	"PHRM"	1985	12732	1993	29650	1994	29650	2006												
11512344	8643	"MTCH1"	1963	8643	1988																
11512687	138347	"MTCH1"	1992	29436	1997	138347	1998	138347	2004												
11513105	28865	"PASS1"	1992	28865	1993																
11513139	31468	"MTCH1"	1980	10788	1989	31468	1994	31468	1995	7409	1997	7409	2005								
11513631	3558	"MTCH1"	1960	3558	1997																
11514077	24856	"PASS1"	1990	24856	2006																
11514409	14834	"PASS1"	1983	14834	2006																
11514450	9135	"MTCH1"	1981	9135	1990																
11514477	9459	"NBER"	1950	9459	2006																
11514716	19043	"UPDT2"	1993	19043	2002																
11514954	29694	"PASS1"	1992	29694	1997																
11514962	2956	"NBER"	1963	2956	1988																
11516229	15334	"MTCH1"	1984	15334	2005																
11516573	11720	"NBER"	1985	11720	2005	63959	2006	63959	2006												
11516776	24548	"UPDT2"	1990	24548	1996	10553	1997	10553	2004												
11517046	26023	"PASS1"	1992	26023	1999																
11517272	6491	"NBER"	1974	6491	1978																
11517355	2079	"MTCH1"	1971	2079	1973																
11517699	61500	"PASS1"	1994	61500	1998																
11518172	60992	"UPDT2"	1994	60992	2006																
11518245	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
11518379	100423	"MTCH1"	1996	100423	2002																
11518467	101352	"MTCH1"	1990	101352	2006																
11519027	5087	"MTCH1"	1950	5087	2006																
11519240	202421	"MTCH1"	2001	202421	2005																
11519387	2541	"MTCH1"	1974	2541	1991	14384	1993	14384	2005												
11519713	62297	"MTCH1"	1994	62297	1997																
11520865	101352	"MTCH1"	1990	101352	2006																
11521013	116166	"m2006"	2000	116166	2006																
11521556	66544	"PASS1"	1996	66544	2001																
11521598	4471	"MTCH1"	1967	4471	1995	8382	1996	8382	1998												
11521654	11749	"MTCH1"	1984	11749	2005																
11521685	10016	"NBER"	1950	10016	2006																
11521858	20600	"m2006"	1999	20600	2006																
11522079	221963	"m2006"	2000	221963	2001	201088	2003	201088	2003												
11522352	101397	"UPDT2"	1988	101397	1996																
11522366	1718	"MTCH1"	1982	1718	2006																
11523221	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11523232	13264	"MTCH1"	1986	13264	1997																
11523591	6543	"NBER"	1962	6543	2005																
11523741	16437	"MTCH1"	1988	16437	2001	25279	2002	25279	2005												
11523803	24338	"PASS1"	1990	24338	1999	10530	2000	10530	2005												
11523862	7220	"MTCH1"	1983	7220	1983	5399	1985	5399	1997												
11524622	1981	"NBER"	1975	1981	2006																
11524863	1017	"MTCH1"	1960	1017	1994																
11524900	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11524938	4689	"PASS1"	1963	4689	1994																
11525128	62966	"PASS1"	1995	62966	2000																
11525572	4204	"NBER"	1954	4204	1997	3734	1998	3734	2005												
11526308	6678	"PASS1"	1983	6678	2006																
11526427	62673	"MTCH1"	1975	3307	1979	62673	1994	62673	1996												
11526739	28266	"PASS1"	1992	28266	2005																
11526835	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11527615	6104	"NBER"	1950	6104	2006																
11527830	26592	"PASS1"	1999	26592	2001																
11527992	11559	"MTCH1"	1953	11559	1998																
11528555	25124	"PASS1"	1991	25124	2006																
11528777	5976	"NBER"	1950	5976	2001																
11528790	18467	"MTCH1"	1992	18467	2004																
11528873	15455	"MTCH1"	1988	15455	1996																
11528909	5482	"MTCH1"	1960	5482	1990																
11529036	12323	"PASS1"	1985	12323	1995																
11529490	5229	"NBER"	1950	5229	2006																
11529494	15709	"MTCH1"	1989	15709	2006																
11529759	101352	"MTCH1"	1990	101352	2006																
11529937	63996	"PASS1"	1995	63996	2006																
11529942	100465	"MTCH1"	1989	100465	2006																
11530268	2078	"MTCH1"	1967	2078	1989																
11530569	30844	"PASS1"	1993	30844	1998	62599	2000	62599	2005												
11530607	7952	"FRAT"	1974	7952	1997	3918	1999	3918	2005												
11530823	101352	"MTCH1"	1990	101352	2006																
11531168	3520	"MTCH1"	1964	3520	1995	6266	1996	6266	2005												
11531219	9465	"MTCH1"	1957	9465	2006																
11531338	12500	"MTCH1"	1984	12500	1990																
11531673	24612	"PASS1"	1990	24612	1999																
11531949	3657	"MTCH1"	1973	3657	1994																
11532327	12344	"PASS1"	1985	12344	1988	4703	1989	4703	1994	25157	1995	25157	2005								
11532439	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11532459	13623	"NBER"	1986	13623	2006																
11532748	61592	"UPDT2"	1994	61592	2005																
11532904	2894	"PASS1"	1982	2894	1986																
11532934	62201	"PASS1"	1995	62201	2005																
11533380	5434	"PASS1"	1979	5434	1991																
11533708	24845	"PASS1"	1990	24845	1999	10787	2000	10787	2005												
11534249	11183	"PASS1"	1982	11183	2006																
11534581	101352	"MTCH1"	1990	101352	2006																
11534817	64766	"PASS1"	1995	64766	2005																
11534875	21488	"m2006"	1989	21488	2005																
11535177	13353	"PASS1"	1951	13353	2006																
11535519	19349	"MTCH1"	1994	19349	2006																
11535956	10519	"MTCH1"	1950	10519	2006																
11536002	13468	"NBER"	1986	13468	1997																
11536624	29079	"MTCH1"	1992	29079	2001																
11537046	4100	"PASS1"	1983	4100	1994																
11537388	6919	"MTCH1"	1974	6919	1998																
11537785	30651	"PASS1"	1993	30651	2006																
11537907	6837	"NBER"	1950	6837	1997																
11538044	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
11538118	14261	"NBER"	1967	2115	1970	14261	1986	14261	1999	5180	2000	5180	2005								
11538516	19911	"PASS1"	1989	19911	2006																
11538594	101352	"MTCH1"	1990	101352	2006																
11538680	17440	"m2006"	1996	17440	2003																
11539180	4413	"NBER"	1974	4413	1997	8717	1998	8717	2005												
11540391	66022	"MTCH1"	1995	66022	2006																
11540677	25056	"UPDT2"	1950	10576	1990	25056	1991	25056	2006												
11540738	10324	"MTCH1"	1960	10324	1978																
11541809	2352	"MTCH1"	1983	2352	2006																
11541946	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
11541956	14261	"MTCH1"	1967	2115	1970	14261	1986	14261	1999	5180	2000	5180	2005								
11542288	25929	"PASS1"	1991	25929	2006																
11542580	24315	"PASS1"	1990	24315	2001																
11542697	30576	"MTCH1"	1993	30576	2006																
11542757	31851	"PASS1"	1995	31851	1995																
11542895	9504	"PASS1"	1960	9504	2003																
11543327	148261	"PASS1"	2000	148261	2006																
11543456	24890	"PASS1"	1991	24890	2006																
11543586	201794	"MTCH1"	1998	201794	2005																
11543866	29711	"PASS1"	1993	29711	2002																
11544041	25147	"PASS1"	1991	25147	1997	8133	1998	8133	2005												
11544042	16480	"PASS1"	1989	16480	2006																
11544103	8964	"PASS1"	1960	8964	2004																
11544184	101352	"MTCH1"	1990	101352	2006																
11544358	101352	"MTCH1"	1990	101352	2006																
11544782	31853	"PASS1"	1994	31853	1995																
11544850	223732	"m2006"	1998	223732	2006																
11544995	15406	"PASS1"	1988	15406	2005																
11545611	2240	"MTCH1"	1983	2240	2006																
11546283	125863	"m2006"	1998	125863	2006																
11546366	3333	"FRAT"	1971	3333	2005																
11546427	10622	"MTCH1"	1975	10622	2005																
11546621	30022	"MTCH1"	1993	30022	1997																
11546653	1177	"m2006"	1972	1177	2006																
11546997	60882	"PASS1"	1994	60882	2001																
11547011	7536	"MTCH1"	1950	7536	2002	8530	2003	8530	2005												
11547124	6096	"MTCH1"	1950	6096	1999	10787	2000	10787	2005												
11547190	23671	"MTCH1"	1993	23671	2006																
11547380	7952	"PASS1"	1974	7952	1997	3918	1999	3918	2005												
11547462	21441	"PASS1"	1989	21441	1990																
11547576	19349	"MTCH1"	1994	19349	2006																
11547859	29439	"MTCH1"	1992	29439	1994	3011	1995	3011	2005												
11548738	14861	"PASS1"	1988	14861	1995	5439	1996	5439	2005												
11548838	1380	"MTCH1"	1969	1380	2006																
11549348	148254	"PASS1"	1999	148254	2003																
11549354	6603	"PASS1"	1980	6603	1996																
11549491	174160	"MTCH1"	2004	174160	2006																
11550649	14620	"MTCH1"	1984	14620	2006																
11550651	5959	"NBER"	1950	5959	2006																
11550757	4747	"MTCH1"	1960	4747	1993	29271	1994	29271	1997												
11550911	17420	"MTCH1"	2000	17420	2005																
11550999	8369	"MTCH1"	1984	8369	1988																
11551408	12397	"MTCH1"	1985	12397	1999	4245	2000	4245	2005												
11551779	15102	"PASS1"	1987	15102	1992																
11551915	163927	"PASS1"	2003	163927	2006																
11552678	5494	"PASS1"	1970	5494	1985																
11552788	4746	"MTCH1"	1960	4746	1988	8451	1989	8451	1990												
11552974	1206	"NBER"	1962	1206	1973																
11554174	5986	"NBER"	1962	5986	1998	5878	2005	5878	2006												
11554296	6141	"PASS1"	1974	6141	1977																
11554710	61639	"MTCH1"	1994	61639	1997																
11554919	100114	"MTCH1"	1998	100114	2004																
11555044	61366	"PASS1"	1994	61366	1997	112408	1999	112408	2005												
11555088	4049	"UPDT2"	1960	4049	2005	3619	2005	3619	2005												
11555261	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
11555764	10150	"NBER"	1950	10150	2006																
11555768	9356	"MTCH1"	1971	9356	1976																
11555903	62753	"PASS1"	1995	62753	1998	6152	2006	6152	2006												
11556020	4279	"MTCH1"	1974	4279	2006																
11556752	27846	"PASS1"	1987	27846	1998																
11556951	10407	"NBER"	1961	10407	2006																
11557302	100039	"MTCH1"	1989	100039	2004																
11557797	62366	"PASS1"	1994	62366	1998	12136	1999	12136	2005												
11558105	13479	"PASS1"	1986	13479	2006																
11558255	13085	"MTCH1"	1986	13085	1987	13436	1988	13436	1999												
11558283	128978	"NBER"	1998	128978	2006																
11558621	30657	"PASS1"	1993	30657	1997	31166	1998	31166	2005												
11558659	4799	"PASS1"	1964	4799	2006																
11558680	4223	"NBER"	1974	4223	2003																
11558707	100465	"MTCH1"	1989	100465	2006																
11559306	122514	"MTCH1"	1982	3491	1993	122514	1998	122514	2006												
11559437	6003	"NBER"	1982	6003	2006																
11559657	5211	"PASS1"	1970	5211	1999	14418	2000	14418	2005												
11559720	30387	"PASS1"	1993	30387	1995																
11560025	3839	"NBER"	1974	3839	2006																
11560157	13570	"MTCH1"	1985	13570	2006																
11560592	100423	"MTCH1"	1996	100423	2002																
11560595	4124	"MTCH1"	1984	4124	2006																
11560637	4087	"MTCH1"	1950	4087	2006																
11561109	5369	"PASS1"	1960	5369	1995	6731	1996	6731	1999	11096	2000	11096	2005								
11561346	12212	"MTCH1"	1985	12212	2006																
11561368	3820	"MTCH1"	1974	3820	2006																
11561723	30009	"PASS1"	1992	30009	2005																
11561782	8957	"MTCH1"	1982	8957	1994	26014	1996	26014	2003												
11562525	61059	"PASS1"	1994	61059	2000	7228	2001	7228	2004												
11562613	61521	"PASS1"	1994	61521	1999																
11562671	117882	"MTCH1"	1996	117882	2001																
11563010	24845	"MTCH1"	1990	24845	1999	10787	2000	10787	2005												
11563087	100080	"MTCH1"	1993	100080	2006																
11563209	12289	"MTCH1"	1984	12289	2000																
11563349	13412	"PASS1"	1986	13412	2001																
11563818	29916	"PASS1"	1992	29916	2001																
11563927	62640	"NBER"	1960	6807	1993	62640	1994	62640	2006												
11564086	10666	"PASS1"	1973	10666	1998																
11564352	101352	"MTCH1"	1990	101352	2006																
11564485	1753	"NBER"	1950	1753	1992																
11565287	25200	"PASS1"	1991	25200	1997																
11565303	1056	"MTCH1"	1974	1056	2006																
11565585	30599	"PASS1"	1993	30599	1999																
11565712	16620	"PASS1"	1989	16620	2004																
11565715	6835	"NBER"	1960	6835	1980																
11565798	1976	"NBER"	1954	1976	2006																
11566118	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11566234	10734	"NBER"	1983	10734	2006																
11566540	3480	"PASS1"	1960	3480	2006																
11566579	13733	"PASS1"	1987	13733	2006																
11566781	3011	"MTCH1"	1982	3011	2005	101310	2006	101310	2006												
11566892	61378	"PASS1"	1994	61378	1995	5420	1997	5420	1999	28139	2000	28139	2005								
11566899	23671	"MTCH1"	1993	23671	2006																
11566931	126721	"MTCH1"	1998	126721	2006																
11567424	29918	"PASS1"	1993	29918	2000	14623	2001	14623	2005												
11567448	1690	"NBER"	1980	1690	2006																
11568131	10519	"MTCH1"	1950	10519	2006																
11568612	61673	"m2006"	1999	61673	2006																
11568618	11914	"NBER"	1984	11914	2005																
11569109	65036	"PASS1"	1995	65036	2006																
11570039	28987	"PASS1"	1992	28987	2002																
11570186	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11570997	64375	"MTCH1"	1995	64375	2006																
11571436	100114	"MTCH1"	1998	100114	2004																
11571469	25212	"PASS1"	1991	25212	2000																
11571937	6868	"NBER"	1960	6868	1985																
11572168	116125	"PASS1"	1996	116125	1998																
11572298	138181	"MTCH1"	1998	138181	2000	10787	2001	10787	2005												
11573287	14417	"PASS1"	1986	14417	2005																
11573347	29345	"m2006"	1992	29345	2006																
11573488	5791	"PASS1"	1984	5791	2006																
11573843	15172	"MTCH1"	1985	15172	2005																
11573901	14620	"MTCH1"	1984	14620	2006																
11573998	20981	"PASS1"	1989	20981	1992																
